0,0,0,0,0,0,   //城番号
3600,245000,1,1,5,14,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
2,0,0,45,300,100,0,9,0,2000,	//ID,出現数(0で無制限),初登場F,再登場最低F,再登場最高F,城連動出現％,手前ライン,奥ライン,ボスフラグ,強さ倍率
3,0,0,45,300,100,0,9,0,2000,
7,0,200,120,300,100,0,9,0,2000,
6,0,400,120,300,100,0,9,0,2000,
44,0,600,120,300,100,0,9,0,800,
44,0,600,120,300,99,0,9,0,800,
44,6,0,10,90,90,0,9,0,800,
44,6,0,10,90,80,0,9,0,800,
44,6,0,10,90,70,0,9,0,800,
24,3,600,30,120,99,0,9,0,2000,
23,0,13500,13500,13500,100,9,9,0,2000,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,


//敵は１ステージ最大１０種類
