136,1,0,0,0,0,   //城番号
4800,1300000,1,1,15,10,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
120,6,150,100,150,100,4,9,0,555,
10,4,250,200,250,100,0,6,0,5110,
540,1,750,1,1,100,7,9,0,130,
10,0,0,300,400,99,5,6,0,5110,
540,5,0,300,300,99,7,9,0,130,
207,2,0,600,600,99,2,3,0,205,
549,1,0,1,1,99,0,1,0,130,
595,1,0,1,1,99,6,6,1,295,
23,1,13500,13500,13500,100,9,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,


//敵は１ステージ最大１０種類									
